id,text,annotator_1,annotator_2,annotator_3,label_offensive,label_hate,link
1197,Majaga Madugu hhhhhhhhhhhhhhh toh Kai da kake Maganan wani yare ne Kai,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163318992689197&reply_comment_id=163541102666986
1198,Majaga Madugu Kaje duk fadin Nigeria zaka ga fulani kusa da barikin soji misali shitu Alao barracks and Rukuba barracks even kachia barracks,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02t6Ffj5zVDMx1fyWtbFA3GeN35FhoxHUbToQwPdHpEAh7qk68VnBsrGa3nbv6Y1EHl?comment_id=163276826026747&reply_comment_id=283703200408871
1199,Majaga Madugu kuku koya musu ai kuma yanzu ba yadda kuka iyada su,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163323359355427&reply_comment_id=339949604613819
1200,Majaga Madugu mu Fulani tunda Allah duk kiyayyar Ku wlh ba yadda zakuyi da mu tsinannu marasa fahimta,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163323359355427&reply_comment_id=339963624612417
1201,Majaga Madugu to akwai tsinananne azzalumi maci haram kamar bahaushe wlh ko kunyama baka da shi duk Fulanin da sukazama yan taaddan bakukuka sa suka zama yan taaddan ba shegu shuwagabannin yan kidnapped Allah ya is a wlh tsakanin mu da ku,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163323359355427&reply_comment_id=631286078173013
1202,"Majaga Madugu to, suma dai suna da hakki da Nigeria ko kana da gida ko baka da gida hakin gwamanati ne ta nemama wajan zama",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02t6Ffj5zVDMx1fyWtbFA3GeN35FhoxHUbToQwPdHpEAh7qk68VnBsrGa3nbv6Y1EHl?comment_id=163276826026747&reply_comment_id=163546162666480
1203,Majaga Madugu wawa kenan 🙆🙆🙆,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163318992689197&reply_comment_id=163556402665456
1204,Malam Idris Yusuf Usman ga wata Tarihi anan.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02kNvqkxbccYe7mwVhmmLLLVpQ3pnuspWFFTrab1CpVq7kT4AepW3s9FGxvyZ5uWgel?comment_id=163375912683505
1205,Malam saidai ta Allah wallahi yafi qarfin su in sha Allah,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02S5dYKVQ6ddMbSbM7Ldawp96PkLH2amWvV2A9LWrEKght9wV7fNvUdyLmxJDAE8Xml?comment_id=650896616528068
1206,Malam siyasa ba addini bace zaka wani rikita mutane... too mu bamu zabenshi din,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid02PpUBa5xmf6hc45rs3EzjEUMwMrSAmd74hGMLdSAab5JAqcvx35NVKFtmaWcvFz1Ml?comment_id=1275333736597223
1207,Malam wannan zalincine wlh to Ina aka Samar musu domin cigaba da rayuwa wlh ana rusa arewa Amma har ynx dakikai sunki sugane yakamata ayi fada da Yan ta adda ba a shafe Fulani daga Nigeria ba,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163506716003758
1208,Mallam Nasir Saleh Anka. Na goyi da bayanshi ina tsiya In #30,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02Yaqo6GcZNvskPuc1nYGFtAzjCkppb8XLtjXrRW7kNcYRwcVNLScf8Skuh3aQQeCtl?comment_id=2135426103296978
1209,Mamman A Sani Ahmad saboda stiyanda sukeyi man a arewa,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163506322670464&reply_comment_id=163514086003021
1210,Mamman A Sani Ahmad Sanin Garin da nake bazai amfane ka da komai ba,1,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163506322670464&reply_comment_id=162551366095229
1211,Mamman A Sani AhmadMamman A Sani Ahmad niban damuba kome zasufada sbd sanin kowane aduniya Kam babu minafiki irin ba haushe manzon Allah s a w sun zage sunyi magaganun batanchi akan annabi Muhammad s a w Bale bafulatini,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163506322670464&reply_comment_id=895803164465075
1212,Man fetir yana tsada kaga kudin da zai zubawa motoci ai ya isa yasayi kazar amarci da shi.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02jViRsxwd81VrhGu1Juw748nePTqXKPKHmTVpokbZCk52QZVKDLBDfEk3XJua6Lcjl?comment_id=788263042278201
1213,Manga Haladu ah abarsu can daman muma sun addabemu,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid0pb7y8hc912Xhv5GLeuWtbGssE9oBQ5n19XpiUBHy3KGFuP3RLp8X7SXmVDiXZDGwl?comment_id=163353292685767&reply_comment_id=624904011895103
1214,Manga Haladu ko shekara dubu sukayi indai bincike ya Tabbatar da cewa suna ta'addanci dole a rushe,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0pb7y8hc912Xhv5GLeuWtbGssE9oBQ5n19XpiUBHy3KGFuP3RLp8X7SXmVDiXZDGwl?comment_id=163353292685767&reply_comment_id=163513769336386
1215,Marar kunya dae ta fusata tana Rashin kunya kuma Dan uwanta marar kunya zata zamo😈,1,1,1,1,2,https://www.facebook.com/lbrhausa/posts/pfbid02iMXuu9aCXZVpkyufdz9N2zLcUBGSinn3KDgBpxAZzSJXMeH8nhz7eXc3amrAHEH8l?comment_id=2184932538381820
1216,marasa gaskiyane fulanin azzalumai,1,1,1,1,0,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=962563574364890
1217,Maryam Adam dama mai hankali shike gane furfurar farar tinkiya,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0RK5EAnj7SzQSz4YZ12etVWGtGtByFAzrrUxApcuZeTa3bj1jiZ78vndeDTsBBaDMl?comment_id=5567350863372366
1218,Masanin shari'a? Kokuma dai me neman na sawa a aljihu? Domin watakila an ambato laifin me gidansa.,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid02S5dYKVQ6ddMbSbM7Ldawp96PkLH2amWvV2A9LWrEKght9wV7fNvUdyLmxJDAE8Xml?comment_id=650896616528068
1219,"Uhm,kina ganin kashi da rana sai ki taka,ai gara ki taka a duhu,Allah ya hada na kirki da ta kirki,amma ba dab iskaba,dan iska sai uwatar.",1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid0291bSmzrteiPfpme7Z5Umpw912Ezi6zCYuvLW7xr8dQjSdvTZXU6MssEiJQafj7S1l
1220,Masha Allah. Allah yataimaki sojojin Nigeria🇳🇬🇳🇬🇳🇬🇳🇬 🙏,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163481416006288
1221,Masha Allah !! Allah ya karomuku zaman lfy da kwanciyar hankali da zuri'a dayyiba 🙏,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
1222,"Wallahi duk Dan Nigeria da zai samu tsayayye irin sule lamido a matsayin shugaba to da ya more,domin irin namijin kokarin da yayi a Jigawa ko waye mutum dole ya yabawa sule Kuma ya nemi ya zama shugaba domin yayi abinda ya kamata.kuma ina Kara tabbattar muku chewa kaff jamaiyar PDP babu Dan takara Mai nagarta kamar sule,Mai biye Masa shine kwankwaso na kano.",1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0DB4Tw2Q4EAVMgTK2eQk3PJDjtmmUaphxB2xBBFzvC7rFq8ELCRL5D22dZ7Ga1uK7l
1223,Masha Allah 🙏 Allah y Kara hada tsikaninsu muku Allah kashirya Muna namu,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
1224,"Masha Allah Allah sa ayi sa,a",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
1225,Masha Allah Allah y qara muku xaman lfy qaruwar arziqi kwanciyar hankali d zuri'a masu albarka,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
1226,Masha Allah Allah ya daukaki musulunci da musulmai,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1227,Masha Allah Allah yabda ZAMAN Lfy Dan alfarmar annabi Muhammad s a w 🤲🤲,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
1228,Masha allah allah yah baku zaman lpy,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
1229,"Talaka abun takaici, ga wahala ga munafinchi ana fadan gaskiya kuna kushewa",1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid0Q2SP2zwERExHLzgeFu8qwPws4XuuHrw2VBmJBmZfy4w3LwBZc6hcWGb4uFEJhQQ4l
1230,Masha Allah Allah yasa alkhairi ya kuma bada zmaan lfy,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
1231,Masha Allah Allah yasa Duk wanda baxai shigo cikin gariba arushe masa gida,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=693346422050438
1232,Masha Allah anrage masifa a doron kasa Allah yakara nauyin kasa,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
1233,Masha Allah congratulations Allah yakara dogon kuwana da dankon soyaya,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
1234,Masha Allah gwara kuita auren junan ku zaifi,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
1235,Masha Allah haka akeso Allah ya kara zaman lfy mai amfani,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
1236,"Masha Allah haka akeso,gsky Allah ne yabasu sa,at zama",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
1237,Masha Allah hakan yayi kyau,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02Q9MyMutgRjKJD6L5K7PTs8oBHX89wNohvEpq8HFpRu1qbDfiyACNwAkKo4JxtoUol?comment_id=419281353555999
1238,Masha Allah kaji masu kishin addinin Allah muna fatan Allah ya basu nasara,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1239,Masha Allah Qatar kunyi wlh Ina kaunarku sbd kishin addinin Muslunci,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1240,Masha Allah sakon yaje yanda ya kamata,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1241,Masha Allah swt @ Allah swt shikara mana shiriya ameeen dakuma Wanda suke cikin bata Ameeen !!!!.,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1242,Masha allah wannan al qalin yayi aikin hankali anan,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02ELbXiRERUppoi5HRLhkzd62FFN3wwCFdd6Acdf7aygjJ2KQJUJjnfhRxh87eqxMMl?comment_id=1486585878519654
1243,Masha Allah waye meyasa akayaki sarakunan hausawa awancen karnin dudda suma sun karbi Musulunci tunkafin zuwan Usman dan fodio?,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163510199336743
1244,Masha Allah ya dauka musulunci wasa ne?,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02Q9MyMutgRjKJD6L5K7PTs8oBHX89wNohvEpq8HFpRu1qbDfiyACNwAkKo4JxtoUol?comment_id=419281353555999
1245,"Masha Allah, Allah kara tsaremana addinin Islam",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1246,"Masha Allah, Allah ya bashi ikon ganar dasu",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1247,"Masha Allah, Allah Ya Ɗaga Darajar Musulunci Da Musulmai.",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02Q9MyMutgRjKJD6L5K7PTs8oBHX89wNohvEpq8HFpRu1qbDfiyACNwAkKo4JxtoUol?comment_id=419281353555999
1248,"Masha Allah, Allah yasa duk mai irin wannan banzan hali yayi koyi da su",1,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
1249,"Masha Allah, Allah yasa duk Wanda sukeyi idan basutuba ba Allah kasa su kashe Kansu a ko ina suke",1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
1250,"Masha Allah, Allah ybd zaman lfy",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
1251,"Kuzo jahar jigawa kuji labarin sa na rashin gaskiya da cin amanar jam, iyyar PDPn jahar jigawa kuma yayi Mana ANTY PARTY Allah ya sawake mu tsaida SULE LAMIDO a matsayin Dan takarar shugaban kasa",0,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0DB4Tw2Q4EAVMgTK2eQk3PJDjtmmUaphxB2xBBFzvC7rFq8ELCRL5D22dZ7Ga1uK7l
1252,"Masha Allah,,inama Hk sukeyi Kullum Suyita kashe kansu middan barasu tuba ba",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
1253,"Masha Allah,abun yayi kyau sosai",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1254,"masha allah,allah y kara daukaka musulunci d musulmai.kuma muna godia wakilan kasar qatar",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1255,"Masha Allah,Allah ya qarfafa musulunci ya taimaki qasar Qatar",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1256,"Masha Allah,Allah ya taimaki kasar Qatar",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02FHdxeZcqNue7YJio7knoZT6FwFEJtbGx3UJNoiV9SVtULaPDNGER6S16M72DLMnZl?comment_id=674672497565584
1257,Masha Allah! Tana masa wanki da guga kenan,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
1258,Rabbana Allah ya raba mu da Yan iskan maza Dan darajan Annabi SAW,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0291bSmzrteiPfpme7Z5Umpw912Ezi6zCYuvLW7xr8dQjSdvTZXU6MssEiJQafj7S1l
1259,Masha Allahu lokaci yayi Kenan ubangiji Allah ya Basu Zaman Lfy da Zuriya dayyaba,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
1260,Masha.Allah.ishe.bamukadaibane.mukeda.gidajensarauta.dayawaba,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163262122694884
1261,Mashaa Allah gaskiya sun kyauta,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163351402685956
1262,"Mashaa Allah, Allah Ya kara tsare mana imaninmu da mutuncinmu.",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
1263,MashaaAllah komin banza an rage mugun iri Allah sa suyita kashe kansu in bamasu shiryuwa bane,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
1264,MashaAllah Allah ya sa nan yafi musu chan dadi,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02XxNCfpAw9D82Z3tg1KXU5qVEWwmYm4o5c6Av6T8AWgCZnPkj14ZgTd4HhBakGZ3dl?comment_id=1243317806235487
1265,Mashaallah Allah ya sanya alkhairi yabada Zaman lfy,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0VLEiTV5wX3mCN7TwkKT3VvrioJNyj5KLJE9zitsPsbiL4xZk8qc8HKCi49odf3Fkl?comment_id=1691667604561425
1266,Mashallah Allah yabar kauna bijahidrasullulah s.a.w,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0NrE7ThXu9BRiwF8fNFzbhjePo427zX5zWbo43dn5kqVhXGGmztd8ce2UXbRiTDfPl?comment_id=1408101056260107
1267,Maso laifiye sheyasa,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163486352672461
1268,Mata kuna yaudarar kanku wllh,0,0,1,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02mTjJ6KFEW2Fq3mjEkBt5JUJvpKiwYcgMDqqetipL7iUf9ZxqvbyPBsPZ7xB4bvoHl?comment_id=1153023132086108
1269,Matsalar jama'a kenan Allah shi kyauta,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163531999334563
1270,Ba'ataba dan iska daya saidai kasami biyu domin duk iskancin namiji baxaiyi shikadai ba ya Allah kashiryemu tafarkin addinin musulunci duk wanda yake neman nagari Allah kabashi,1,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid0291bSmzrteiPfpme7Z5Umpw912Ezi6zCYuvLW7xr8dQjSdvTZXU6MssEiJQafj7S1l
1271,Matsalar kasarnan kenan. Wanan ai zalinchine shiyasa bazaa zauna lafiya ba. In suna barazana ga tsarone to gwamnati tasayi gidan mana sai tayasamusu wani a wani wajen.,0,1,1,1,0,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163458616008568
1272,matsalar kenan inda akaturasu suyi aiki daban inda suka aiki daban wanda yashikara hamsin yanazaune guri daya anzo antasheshi kaga aiba a kyautamaiba allah yakawo muna sauki amin,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0pb7y8hc912Xhv5GLeuWtbGssE9oBQ5n19XpiUBHy3KGFuP3RLp8X7SXmVDiXZDGwl?comment_id=163316852689411
1273,Matsorata kuje inda akaturaku mana. Sojojin sunsan inda fulani yan ta adda suke bazasujeba sai saidai gurin wadanda ba ruwansu to Allah zai saka wa duk Wanda aka zalunta foolishness😖,1,1,1,1,1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163333359354427
1274,"Maybe ita da auren ta, Idan kuma bata da shi, yanzu ba shi ne gaban ta saboda shaharar ta wajen rubuce-rubucen, Amma Allah dai yasa rubuce-rubucen addini take yi👏, ko kuma wanda al'umma zata amfana. Ku kuma (Mata) sai ku bada himma ku bi shawarar ta kada ku yi auren ku zauna.",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid0RK5EAnj7SzQSz4YZ12etVWGtGtByFAzrrUxApcuZeTa3bj1jiZ78vndeDTsBBaDMl?comment_id=5567350863372366
1275,"Mazi Nnamdi kanuowledge. Allah shine masani, duk wasu surutun banza da wofi ba shine mafita, mu gyara aiyukanmu mu roki Allah ya kawomana zaman lfy a kasar mu",0,0,0,0,-1,https://www.facebook.com/100180435494882/posts/290768476436076/?comment_id=290772079769049
1276,"Me ya sa ku ke wani maganar wai ""Dan Najeriya ya yi Gam da katar""? Wane irin Gam da katar? Wato ku na nuna sun fi mu kenan? Wannan ai cin mutuncin mu ne, ka nuna wai ko wace Yar iska tun da ta na farar fata da ta auri Dan Najeriya wai shikenan ya yi wani sa'a komai daraja te da lalacewar ita Matar ba a gani.",1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid02FFtcXKYSXNW5DsM69BmE1htRRPAXa3TmjFdxxaKt99DCoMDa3YMkWRDdEaCWhp8vl?comment_id=1110706949816326
1277,Me yiwuwa kaima kana farin ciki da sace mutanan da fulanin daji makiyaya sukeyi,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid0pQxxqZLQBXkmxXmSChgzLp1Uu2PfdRqbFsqphoMihpwwnmFxDLWKMfxQqyBv164bl?comment_id=163320616022368&reply_comment_id=163369946017435
1278,Menene bambamcin gidan Dabo da sarakunan Fulani?,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163187372702359/?comment_id=163779042643192
1279,Mesukayi musu kokuma suna boye Yan ta'addane,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163543939333369
1280,Meye abun zage kuma daga fadan gaskiya🤔🤔🤔,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163369652684131&reply_comment_id=163428529344910
1281,Mhn munafurcin Ju dayawa yake BBC adawa,0,1,1,1,0,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=469138151334774
1282,Mine laifin wadannan bayin Allaah?,0,0,0,0,-1,https://www.facebook.com/103933248627772/posts/163274336026996/?comment_id=163372342683862
1283,"Miyasa lokacinda sunayiwa buhari campaign bakace komaiba, shi Jonathan da akayita batawa suna Ana gyara buhari halanshi ba Dan Nigeria bane.",0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02S5dYKVQ6ddMbSbM7Ldawp96PkLH2amWvV2A9LWrEKght9wV7fNvUdyLmxJDAE8Xml?comment_id=650896616528068
1284,Fulani maciya amana ne,1,1,1,1,1,https://www.facebook.com/lbrhausa/posts/pfbid023xv5DCZu1p6UssicJWSHgRNMB1rP9Cz2v52WZuQMderYrFcUyhLn7jbvori4ZVz1l
1285,Mohammed Abdullahi ai ko baka fa'da ba,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163308786023551&reply_comment_id=163365859351177
1286,Mohammed Abdullahi aimu akasar mu ta hausa Allah yagama jarabtarmu tunda Allah yakawomana fulani makiyaya yanta'adda,0,0,1,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02t6Ffj5zVDMx1fyWtbFA3GeN35FhoxHUbToQwPdHpEAh7qk68VnBsrGa3nbv6Y1EHl?comment_id=163353412685755&reply_comment_id=163375389350224
1287,Mohammed Abdullahi Gaskiya ne amma basa ganewa,0,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163317956022634&reply_comment_id=163358786018551
1288,Mohammed Abdullahi godeya ba adadi tsabar son xuciya baxai barsu su gane ba,1,0,0,0,-1,https://www.facebook.com/lbrhausa/posts/pfbid02tGQg2EGE2xHwDZnm6gDNzSnous674JBQRc8Dm9ZH5g6gncKjVN3VM21bztu1bGKCl?comment_id=163323359355427&reply_comment_id=742151520093820
1289,Mohammed Abdullahi idole mana Allah yahadamu zama wuridaya da diyan shanu,0,1,1,1,0,https://www.facebook.com/lbrhausa/posts/pfbid02sxc9kixm2cTuJvRSQfi7E3sw3hC1Zyhn3KGecSE55kCRx3LYc8h2mzoTWabU3qEKl?comment_id=163337542687342&reply_comment_id=163447502676346
